"a","v","w","sv","sw","t0","st0"
2.07261672603266,-3.68250470858348,0.493804469829265,1.55340950781183,0.499872193928802,0.206948177524669,0.0308176296321211
0.944029541357513,-2.5836721111802,0.480451322161443,1.1179497390283,0.344789153076789,0.547476197907958,0.208708226132587
1.98784605462939,0.0294230026814535,0.45429138920792,1.938634654805,0.361784351048846,0.395224332172627,0.124988465165116
1.17589375619694,3.01249464947308,0.476009676374459,1.98406624937046,0.0704744894041266,0.536708032410472,0.0778015689392663
1.38413344217445,-2.83386305641745,0.483115864995458,0.362229681719904,0.443625087139044,0.414155242915229,0.142857410040355
1.06047301956365,3.69189990760749,0.735290904607086,1.4196437171684,0.0618898594229675,0.453025302369344,0.146297134870462
1.27602407140228,2.1347892912857,0.50362661572254,0.765482824484557,0.672280864148729,0.325766912501292,0.198225730476204
1.50276038656415,3.07016835445876,0.472410773959021,1.32568254815804,0.350799317927973,0.305787949808077,0.186819778632402
1.0977176455543,2.40925547050927,0.443055089179689,1.16047509117537,0.568913432871563,0.375090523929474,0.285759282541859
0.958509687114654,-3.66038875609082,0.49358301270905,0.521825280351554,0.619298569526964,0.0277495247577492,0.483618242838657
1.95683677869903,-3.19931833328258,0.438041599713834,0.998723773503871,0.10960079149797,0.459286262796446,0.200853927602244
1.26569433246964,-1.46492200048825,0.428738438304581,1.78170768759827,0.247808360019568,0.361138653606005,0.138361002400727
1.10177065741583,4.61050596772433,0.431575969391741,1.62110006626724,0.355330217418496,0.29709704671245,0.143836599924656
0.91666523182674,-0.623596607543259,0.474092722051282,1.11813101670366,0.327159562468852,0.483838067993921,0.162481553083673
1.39206994725599,3.21282106345531,0.534662955498868,0.0573284937986022,0.328669340886902,0.391541498715169,0.151474342930548
1.48598726834815,-0.300220979062649,0.442571674858204,1.42523369059291,0.0498643075505265,0.468652616916252,0.145297823485628
1.04162016903498,-2.04922954116715,0.318201565602169,1.3456007448265,0.389593029868551,0.307886186638413,0.207125874138017
1.32801270444566,-1.65949874636995,0.504622716240603,0.570116002846694,0.0899084923442857,0.517914197279607,0.204351077827617
0.812041226150674,-0.47402546540012,0.452438815533249,1.48303370821598,0.164572874174529,0.391802710200118,0.425152122144926
1.13010535572739,-0.71068040139777,0.620780371010641,0.924189069196316,0.129258840998516,0.449371196070024,0.32963070822136
1.48463805805371,-1.97203396006807,0.489172093795004,0.971584365101676,0.385459005908525,0.422933703344208,0.328430841049704
2.2332779338413,0.425911819570014,0.591368125594563,1.52844100252259,0.151044245161928,0.496667612483905,0.157221990885868
2.17603845982453,1.2242339271248,0.486544158762917,1.28585858587593,0.0208367818086397,0.551706068975446,0.19106749905666
1.4923203341147,2.83385152496072,0.403051247067411,2.19970664610894,0.430265334141181,0.526359775156328,0.0992586806517732
1.86558898461898,-3.47980291780339,0.517140367958755,0.75730506194099,0.519174617157803,1.14735962687397,0.247175082719293
0.964722128543601,1.46585083665166,0.23411631237973,0.85502366808476,0.147179241702883,0.388178394605606,0.189654490584085
1.33545521972203,-0.778331604867481,0.50813446669443,1.79989419462658,0.501340415536565,0.371731656620063,0.0618301218989449
0.978331310395255,-4.05271110533626,0.436731943897749,1.84846487771033,0.587017348311852,0.418823127097637,0.153001020779483
1.08706804648795,0.367978273040514,0.539352585053652,0.829745613938225,0.653059298627405,0.403827791494572,0.182300974149335
1.12165588783995,2.71644086289298,0.45766402961378,0.391852318370431,0.460161797469502,0.526100162190085,0.178217142834584
1.39184350430031,-2.09210971181874,0.498772792692223,1.78819759150901,0.669199662558273,0.583583622310667,0.210876037071769
1.38207369930012,0.366228012090459,0.457293150934454,1.10446089884998,0.452837466285915,0.2826533620218,0.122185759493381
1.19117285481542,-1.80709578039606,0.52883141201126,1.23216029616195,0.792604327346574,0.133219384351789,0.0766564614729923
1.57916449312409,2.73698451328697,0.5363936136743,0.991940651825606,0.265712410509481,1.57503566655059,0.139328314603157
1.65058295784343,-2.24019347602821,0.624146599171748,1.68601474237245,0.223864920041676,0.472350064031003,0.189372751238165
1.17723311193301,-0.801285074486389,0.407169211575353,1.06256314248921,0.384602446115134,0.804749373495815,0.131806782340539
0.80382009432434,-0.822749259939401,0.545784017226161,1.5681794304532,0.26081315313709,0.741776524872044,0.150413270528736
1.50422361914,2.40352071135426,0.488321494891866,1.91573076389943,0.614733642741121,0.794767422086748,0.196868898798191
1.34913552047307,-3.04505091074053,0.321004958387787,1.71494851355788,0.37147597359182,0.177841049862422,0.157834426254783
1.51559777889334,1.97074676790455,0.877717829042113,1.4699247532339,0.10818826298456,0.336211902375865,0.0800800674094661
0.989641824389401,0.978988341855984,0.504473514495893,0.975703613398245,0.107280138451096,0.427218346672832,0.12015694327171
1.21379261697924,2.96338320567984,0.486023467153801,1.06256019326394,0.208416365036062,0.633343505463825,0.15284091666436
1.54423883701573,-2.56717349671275,0.415324861897524,1.54504177924117,0.0874832639718639,0.448928038298548,0.230778197572395
1.3760041962341,-0.539885637647937,0.456786955578647,0.904833009157524,0.345333962563375,0.517031929574247,0.162203317551317
1.59378310666324,-1.73523301130667,0.584254753600623,1.61724482711598,0.490527733771486,0.450507590097472,0.159951381890793
1.23346328084692,4.76977990854417,0.516028254818941,1.26543661002975,0.239528067479892,0.373365815104055,0.199260258113741
1.48616253897023,-2.05560427097133,0.501594075176056,1.61630184051456,0.541249964249955,0.14112159374046,0.410307377240116
0.908171894225644,2.20807241505491,0.448638026530088,1.40124532680435,0.212408778763751,0.443929483942474,0.17124224776252
1.44448036139407,1.69175779363423,0.502458048708794,2.02977300521303,0.604320145598,0.459419517069553,0.222595792160663
1.29536276975919,-3.56747483080973,0.505458394934801,1.49260397232566,0.297343754821135,0.454463232654651,0.3871752750372
1.70235244522763,-4.56232163613232,0.56445307280522,1.30597589857335,0.479208629370046,0.419473804596552,0.404792860332013
1.52939804311058,4.42799568611635,0.474868351054264,1.5402902641648,0.675734005796494,0.389095578778706,0.119391289114692
1.62495904362189,-2.08136916006627,0.58028666823141,0.838007132222865,0.312110566984234,0.647473953053934,0.179722351495706
1.06377262868762,2.46337616089677,0.444342823566212,1.27102958566957,0.26513659073369,0.680703105186202,0.176589737065403
1.79409455258176,1.64148994835535,0.544297693282334,1.59318141843946,0.217325866824159,0.348450225173168,0.154918914723195
0.841219565446229,-2.89477344039564,0.503402133126868,1.3095953166634,0.533870668805389,1.30614735259647,0.175122930652511
2.70137196106121,2.7128283671479,0.550748280920592,2.15361595578028,0.435446638300154,0.579980894597342,0.166217780263891
1.37701650981836,1.44809291156724,0.453987701218074,2.00537156789238,0.485691376985589,0.646179772202628,0.321379984720403
2.01493681740675,0.568544754330994,0.58997516580373,0.765043228414436,0.304888175201923,0.352049022165587,0.214498735418442
0.664255500951709,1.81544763227642,0.495806914060802,3.1739636223152,0.476636529837207,0.446516740266526,0.133866818134769
1.30314490739574,-4.75980665390456,0.475040324987184,1.52163535505546,0.558058650329434,0.386778870203349,0.171275778261013
1.63714271398513,2.62064002315562,0.461634705421656,0.998327496339123,0.4424364349592,0.486619409800977,0.169871648788355
1.43656726462399,-1.37632350356676,0.431687911799109,1.32959221469886,0.0592950131208197,0.615310016591978,0.512741279509706
2.61004379496701,-1.06089372761302,0.564749436528984,1.02353471735604,0.150103053602169,0.510427896795308,0.243851632140702
1.12151772759283,2.6835570602525,0.403319088634356,2.13609639104592,0.38646301119812,0.163856510879188,0.152323487637014
0.951718135588883,-1.26764670223972,0.553677709512066,1.85563627570961,0.233868004649775,0.0130230036943451,0.0413671034797305
1.11498112042299,0.260964491124685,0.521958821343941,0.423976301241064,0.405164187142958,0.435153713746743,0.167621663740683
1.44676369501339,-0.48477125991019,0.487992915389816,1.47064686054498,0.327259386923527,0.405025450081896,0.225502732099865
1.4045423436517,-2.68822897078642,0.551676708989844,1.4508161856892,0.739250845337886,0.0983907185963359,0.162141342928547
1.63378862556624,1.55121503184782,0.521602913886478,0.904794843421479,0.383178838366823,0.29416019257866,0.168602728898044
1.60643543391334,-2.43819342811376,0.420947098631352,1.37909848349728,0.0232011094033027,0.443007128128193,0.146951172539648
